[0.42973825974123819, 0.8236607142857143]
[0.4262431279889175, 0.8191964285714286]
[0.41882268818361418, 0.8203125]
[0.48834925198129248, 0.7589285714285714]
[0.40842066332697868, 0.8247767857142857]
[0.40281333268753122, 0.8337053571428571]
[0.41636833282453672, 0.8247767857142857]
[0.40057682738240274, 0.8359375]
[0.4044671505689621, 0.8225446428571429]
[0.38663221842476297, 0.8404017857142857]
[0.40281451440283228, 0.8459821428571429]
[0.38390695569770678, 0.8314732142857143]
[0.36789257731288671, 0.8459821428571429]
[0.38354110877428738, 0.8426339285714286]
[0.36846879177859854, 0.8426339285714286]
[0.38220890611410141, 0.84375]
[0.38728438158120426, 0.8359375]
[0.35956043537173954, 0.8470982142857143]
[0.37231921111898764, 0.8426339285714286]
[0.38410600860204014, 0.8303571428571429]
[0.35437997058033943, 0.8493303571428571]
[0.36877518892288208, 0.8359375]
[0.34586178311812027, 0.8549107142857143]
[0.34784377738833427, 0.8560267857142857]
[0.34436727341796669, 0.8482142857142857]
[0.34475903425897869, 0.8470982142857143]
[0.35409499146044254, 0.8582589285714286]
[0.34778463720743147, 0.8459821428571429]
[0.33367939932005747, 0.8616071428571429]
[0.35003429438386646, 0.859375]
