[3.0581208084310805, 0.8102678571428571]
[2.7017178503530368, 0.8102678571428571]
[0.64833904377051765, 0.8102678571428571]
[0.48659904726913999, 0.8102678571428571]
[0.48891134772981915, 0.8102678571428571]
[0.48633799276181627, 0.8102678571428571]
[0.4881999982254846, 0.8102678571428571]
[0.48309572041034698, 0.8102678571428571]
[0.48095365933009554, 0.8102678571428571]
[0.4902274715048926, 0.8102678571428571]
[0.47725098260811399, 0.8102678571428571]
[0.47740008788449423, 0.8102678571428571]
[0.47256721290094511, 0.8102678571428571]
[0.48096357924597605, 0.8102678571428571]
[0.47819933188813074, 0.8102678571428571]
[0.46839143495474544, 0.8102678571428571]
[0.47434617791857037, 0.8102678571428571]
[0.46228680121047155, 0.8102678571428571]
[0.45552735669272287, 0.8102678571428571]
[0.4533869336758341, 0.8102678571428571]
[0.45379554693187985, 0.8102678571428571]
[0.45014245861342977, 0.8102678571428571]
[0.44824732733624323, 0.8102678571428571]
[0.45728481773819241, 0.8102678571428571]
[0.46953600645065308, 0.8102678571428571]
[0.45125666473593029, 0.8102678571428571]
[0.44037979362266405, 0.8102678571428571]
[0.43681399045245989, 0.8102678571428571]
[0.43122568566884312, 0.8113839285714286]
[0.43420619411127909, 0.8102678571428571]
